reviews.text,reviews.rating,sentiment,clean_text,aspects_found
"The quality of display is better than expected for the price. (Keep in mind that this is not an iPad!). Apps from amazon are well integrated and the functionality is fully enjoyable without limitation. Very satisfied with the product. This review is for Fire HD 8, 16 GB.",5,positive,quality display better expected price keep mind ipad apps amazon well integrated functionality fully enjoyable without limitation satisfied product review fire hd gb,"['price', 'quality']"
"Good tablet, great price, easy to use, pick up simple",4,positive,good tablet great price easy use pick simple,['price']
"I am a power user; there's no other way of putting it. I work in IT and I research the heck out of products before I buy. I had an iPad Mini 2 that was just not up to snuff with iOS 10 so I sold it and bought (and eventually returned) the 2016 Fire HD 8. First let me say it's a great tablet for the price and for probably 50-60% of tablet users who surf the web and watch Netflix. It also helps if you are a heavy Amazon content user. For me, I was spoiled by the retina display on the iPad. The 720p display is alright, but you can see the pixels. 189ppi is pretty low by today's standards. The other big thing for me was the lack of a laminated display. It's glare city on this thing. Display nitpicks aside, it punches above its price point. If you don't play really heavy games (which it even plays Titan Quest surprisingly well!) and you don't mind not having an absolutely beautiful screen I think it runs and works fine. It just wasn't for me. I bit the bullet and went with a 128GB iPad Air 2 as its on special at BB for super cheap right now.",4,positive,power user there way putting work research heck product buy ipad mini snuff io sold bought eventually returned fire hd first let say great tablet price probably tablet user surf web watch netflix also help heavy amazon content user spoiled retina display ipad p display alright see pixel ppi pretty low today standard big thing lack laminated display glare city thing display nitpicks aside punch price point dont play really heavy game even play titan quest surprisingly well dont mind absolutely beautiful screen think run work fine wasnt bit bullet went gb ipad air special bb super cheap right,['price']
Excellent price point for my basic requirements. It has all the features I need for comfortable reading of online novels and articles.,4,positive,excellent price point basic requirement feature need comfortable reading online novel article,['price']
This is a good product for the price. Many more things can be done with this fire 8 than we dreamed about.,5,positive,good product price many thing done fire dreamed,['price']
"This item has a very nice readout, and is well built as far as I can tell. The overall size is very suitable, and the price was reasonable. I get great service at Best Buy every time I shop there.",5,positive,item nice readout well built far tell overall size suitable price reasonable get great service best buy every time shop,['price']
the performance is so much faster than my old one and the graphics are much better too.,5,positive,performance much faster old one graphic much better,['performance']
This kindle is great. Battery lasts much longer than old kindle.,5,positive,kindle great battery last much longer old kindle,['battery']
We have several kindles and this is the latest version. Its packed with Amazon marketing stuff which is fine if you use them but most just take up space for us. This new version comes with 16gb but allows you to expand the memory with an sd card which is great. One problem if you have a few other kindles is that they are linked to your account so if they are for different family members/kids they may end up with the same stuff on them. My kids mainly use them for game apps and YouTube videos which am seem to work great. The sound is good and the hd video is nice. Overall happy with it and the price was good for this type of tablet.,4,positive,several kindles latest version packed amazon marketing stuff fine use take space u new version come gb allows expand memory sd card great one problem kindles linked account different family memberskids may end stuff kid mainly use game apps youtube video seem work great sound good hd video nice overall happy price good type tablet,['price']
"At the price it is almost an impulse buy. I wanted a tablet for an upcoming trip to watch some movies, read, etc and this was at a price point that made the decision really easy. If you are used to an iPad, the Fire HD is a little disappointing but it costs considerably less. It fit my needs but I felt some slugginess and several instances of needing to reboot to get certain apps to work correct. If you go in with the understanding this isn't an iPad replacement this should fit the bills for you. Let's just say, after my trip I purchased an iPad Pro and this item will likely be handed off to one of my children. If you have Amazon Prime, you do get some nice perks that make this a really nice item.",4,positive,price almost impulse buy wanted tablet upcoming trip watch movie read etc price point made decision really easy used ipad fire hd little disappointing cost considerably less fit need felt slugginess several instance needing reboot get certain apps work correct go understanding isnt ipad replacement fit bill let say trip purchased ipad pro item likely handed one child amazon prime get nice perk make really nice item,['price']
"Beautiful screen, vibrant color, fast and best quality for the money.",5,positive,beautiful screen vibrant color fast best quality money,['quality']
"I bought this tablet for my Mom and she loves it. I used it myself and it's very easy to use and works nicely with Amazon Prime, etc. definitely would recommend especially for the price.",5,positive,bought tablet mom love used easy use work nicely amazon prime etc definitely would recommend especially price,['price']
This tablet is quick and as good as my iPad! I use the tablet specifically for one aspect of my life and it performs great! I am pleasantly surprised by its performance!,5,positive,tablet quick good ipad use tablet specifically one aspect life performs great pleasantly surprised performance,['performance']
In my opinion this the absolute best value on a tablet out there. No way to go wrong at this price,5,positive,opinion absolute best value tablet way go wrong price,['price']
Its perfect to see my tv series when i don't have my tv around. It has a very good resolution quality.,5,positive,perfect see tv series dont tv around good resolution quality,['quality']
This kindle rocks! Tons of storage at an awesome price.,5,positive,kindle rock ton storage awesome price,['price']
This tablet is very good especially considering the price. also has memory slot to increase storage.,5,positive,tablet good especially considering price also memory slot increase storage,['price']
I bought this tablet over the holidays when it was on sale. It has been a great tablet. The battery life is great on these new models. Also playing games everything moves smoothly since it has more ram. The durability of the tablet is great. This thing won't break if you drop it. The only thing I don't like is the fire os. You can't get everything you can get on the google store so not all apps are available.,5,positive,bought tablet holiday sale great tablet battery life great new model also playing game everything move smoothly since ram durability tablet great thing wont break drop thing dont like fire o cant get everything get google store apps available,['battery']
"For the price and features offered on the tablet, I wouldn't purchase any other tablet. I enjoy using it and overall find it fairly easy to navigate. Easy internet browser with ""Silk"" and convenient access to all the applications I am interested in.",4,positive,price feature offered tablet wouldnt purchase tablet enjoy using overall find fairly easy navigate easy internet browser silk convenient access application interested,['price']
"This is a great tablet for the price. Would give it 5 stars if it had included some sort of instruction manual. Otherwise, definitely recommend.",4,positive,great tablet price would give star included sort instruction manual otherwise definitely recommend,['price']
Can't beat the price on this tablet! Great for streaming or casual games.,5,positive,cant beat price tablet great streaming casual game,['price']
Great for reading and Netflix. Fits nice in purse. Good price.,4,positive,great reading netflix fit nice purse good price,['price']
Good value at a very affordable price. Can't beat it.,5,positive,good value affordable price cant beat,['price']
"Great tablet! Brought this for my wife and she loves reading off of it! Great price, easy to use! Great purchase!",5,positive,great tablet brought wife love reading great price easy use great purchase,['price']
"I exchanged a highly unsatisfactory Insignia unit for the Fire. I was looking for a 10 inch screen, but went to the smaller size for performance. I have no complaints with the Amazon product, other than the ubiquitous advertising.",4,positive,exchanged highly unsatisfactory insignia unit fire looking inch screen went smaller size performance complaint amazon product ubiquitous advertising,['performance']
Great tablet use it for reading and email. Great price!,4,positive,great tablet use reading email great price,['price']
"I initially bought the tablet for school, I use Kindle to rent books but after using it to stream Xfinity, Netflix, and Amazon Prime I loved the sound and picture quality. I would recommend this to anyone needing a good low cost tablet with great battery life.",5,positive,initially bought tablet school use kindle rent book using stream xfinity netflix amazon prime loved sound picture quality would recommend anyone needing good low cost tablet great battery life,"['quality', 'battery']"
For the price it's a bargain. This is a perfect solution for a reader and simple browsing. I use this at night before bed.,4,positive,price bargain perfect solution reader simple browsing use night bed,['price']
Bought this for my wife and she loves it! This was our third kindle over a period of many years'Can't go wrong for the price.,4,positive,bought wife love third kindle period many yearscant go wrong price,['price']
Easy to transfer my stuff from my old Kindle into this new one. Love the price and how easy it is to use. Great buy.,5,positive,easy transfer stuff old kindle new one love price easy use great buy,['price']
"Amazon Fire HD8 is one of the best deal at 89$. Strong, efficient, low price and some Amazon features that I love. Youtube videos of how to get googleplay and android apps have made things lot more easier. And now, microsoft office is available online for free that I can access and edit my documents. What else do I need? Amazon is more respectable brand name than other low price brands or used/old models of high price brands. Definitely recommend it.",5,positive,amazon fire hd one best deal strong efficient low price amazon feature love youtube video get googleplay android apps made thing lot easier microsoft office available online free access edit document else need amazon respectable brand name low price brand usedold model high price brand definitely recommend,['price']
"Not the highest quality of tablet out there, but for the price you almost can't beat it, especially if you are an Amazon Prime member.",4,positive,highest quality tablet price almost cant beat especially amazon prime member,"['price', 'quality']"
I liked the screen size and easy to read books at night. The battery has a long life. The outer rcase could be stronger because concerned about durability.,4,positive,liked screen size easy read book night battery long life outer rcase could stronger concerned durability,['battery']
"Good picture, works well, great variety of apps. keep in mind that you get apps from amazon, not google play, so they aren't always the same or same price",5,positive,good picture work well great variety apps keep mind get apps amazon google play arent always price,['price']
This tablet has been the best one for the price we have purchased 3 other tabs for our kids and they have all broke and ran super slow they love them would definitely recommend this to anyone who wants to save a buck but want quality,5,positive,tablet best one price purchased tab kid broke ran super slow love would definitely recommend anyone want save buck want quality,"['price', 'quality']"
"Kids love it, under $100 so the price is great. Don't have to worry about it getting mishandled as much. Still can't get them off the ipad though.",4,positive,kid love price great dont worry getting mishandled much still cant get ipad though,['price']
"I went with this tablet based on many good customer reviews, but my experience was not a good one. From the start I was on the phone every day for at least an hour with Amazon tech support for one issue or another. Most of the techs were very polite, but not all knew the product very well. At one point I asked one of them about trying to save some RAM and they kept referring me to the storage, which told me they didn't even know the difference between RAM and regular storage. The internet browser was basic and it ran very slow at times, even when all my other wifi devices ran great. Then a day would pass and I'd be trying to type an email and the keyboard would just stop working...wtf??? Come to find out it's a ""known issue"" and ""they're working on it"". After two weeks of one thing after another I got fed up and just returned it. I wanted it to work, and gave it a good run, but just not quality stuff. To me it was like Walmart trying to build their own computer when they're obviously not a computer manufacturer, neither is Amazon. If I were you I'd look at a regular Android tablet from a reputable PC manufacturer, which is exactly what I did next. I got an ASUS tablet for only a few dollars more, and it's unbelievable. 1000% better in comparison to the Amazon Fire HD8. Save yourself the aggravation and go with ASUS or some other company that is specifically in the computer business full time. Sorry Amazon, not this time!",1,negative,went tablet based many good customer review experience good one start phone every day least hour amazon tech support one issue another tech polite knew product well one point asked one trying save ram kept referring storage told didnt even know difference ram regular storage internet browser basic ran slow time even wifi device ran great day would pas id trying type email keyboard would stop workingwtf come find known issue theyre working two week one thing another got fed returned wanted work gave good run quality stuff like walmart trying build computer theyre obviously computer manufacturer neither amazon id look regular android tablet reputable pc manufacturer exactly next got asus tablet dollar unbelievable better comparison amazon fire hd save aggravation go asus company specifically computer business full time sorry amazon time,"['quality', 'support']"
"Not very fancy, but not slow. If you have Amazon Prime, you have a access to a great library of TV shows and Movies for free. Same goes for free book rentals. The Amazon App store is not so great, lots of apps are outdated but still work. Just not the latest versions you would expect. But the Amazon Underground appstore does offer free access to games you would normally pay for. It's decent for it's price and a good deal if you don't want anything fancy.",3,neutral,fancy slow amazon prime access great library tv show movie free go free book rental amazon app store great lot apps outdated still work latest version would expect amazon underground appstore offer free access game would normally pay decent price good deal dont want anything fancy,['price']
For the price the tablet can not be beat. I use this over my ipads that i have. There is nothing i cant do with this tablet,5,positive,price tablet beat use ipads nothing cant tablet,['price']
"I purchased this tablet knowing exactly what my needs were and how well the Kindle could meet them. Despite the ""walled garden"" philosophy that tethers you mostly to Amazon products and services, the ability (as of right now) to side-load the Google Play Store makes this a surprisingly versatile device for the price point.",4,positive,purchased tablet knowing exactly need well kindle could meet despite walled garden philosophy tether mostly amazon product service ability right sideload google play store make surprisingly versatile device price point,['price']
This is a great tablet for the price! I bought it to replace my iPad mini. Great for ereading and general browsing.,5,positive,great tablet price bought replace ipad mini great ereading general browsing,['price']
"I ""retired"" an earlier version and this new souped up model more than meets my needs, and the battery lasts so much longer!!",5,positive,retired earlier version new souped model meet need battery last much longer,['battery']
"This tablet is easy to set up, has great resolution, and is perfect for reading books or surfing. The price is affordable, too. It is perfect for anyone who wants a fun and casual way to use technology.",4,positive,tablet easy set great resolution perfect reading book surfing price affordable perfect anyone want fun casual way use technology,['price']
"This was bought to replace my old Kindle with keypad, and experimental internet. Was surprised how much the Kindle had changed, and at the same price as my old one was when I bought it!Have already shown it to a couple of friends who now say they are thinking about getting one.",4,positive,bought replace old kindle keypad experimental internet surprised much kindle changed price old one bought ithave already shown couple friend say thinking getting one,['price']
My previous Kindle was dying and I wanted a new replacement fast. I went to Amazon and while they had one it was back ordered a month. Expecting to pay more I went to Best Buy and not only found it for the same price but even better it was available at my local store and I could pick it up the same day!,5,positive,previous kindle dying wanted new replacement fast went amazon one back ordered month expecting pay went best buy found price even better available local store could pick day,['price']
Easy to use You cant beat it for the price you pay,5,positive,easy use cant beat price pay,['price']
Easy to use. Pretty user friendly. It is good value for the price,4,positive,easy use pretty user friendly good value price,['price']
"My nephews love to play with my phone. Now as anyone who has been around small humans knows they have an astounding ability to perpetually have something sticky on their hands. However, if its a rare case where they don't they will probably drop the device from the lack of said stickum. The kindel has come to my rescue as it has everything they need to be entertained. And best of all it lacks the anxiety inducing price tag for that moment when the kids demonstrate Murphy's law in action.",4,positive,nephew love play phone anyone around small human know astounding ability perpetually something sticky hand however rare case dont probably drop device lack said stickum kindel come rescue everything need entertained best lack anxiety inducing price tag moment kid demonstrate murphy law action,['price']
"I know beforehand that this is not a powerful tablet. But it's the best bargain at this price point . The screen is okay if you just read books, news, or surf the websites. But if you want to enjoy videos-this is not your choice.The processor is slow and the amazon app store doesn't have all the apps like you'd expect from Google appstore- even though the OS based on android. But few tweaks let you install the Google playstore-search online for the steps.Overall I'm satisfied with my purchase. Hope this is helpful.",3,neutral,know beforehand powerful tablet best bargain price point screen okay read book news surf website want enjoy videosthis choicethe processor slow amazon app store doesnt apps like youd expect google appstore even though o based android tweak let install google playstoresearch online stepsoverall im satisfied purchase hope helpful,['price']
"This device is great for the price! I use it for my daughter and after having seeing the ads on amazon, I thought this would perfect for her.",5,positive,device great price use daughter seeing ad amazon thought would perfect,['price']
"Does all the basic stuff I need at a great price. I use it for some apps, web browsing and some video. Picked this over the Fire 7"" for the screen size, resolution and CPU/GPU. Battery life is pretty good. Ads aren't too annoying.Far cheaper than competing name-brand budget tablets while doing almost everything needed at this level and probably better supported. FireOS will always be a little behind the current Android version and I'd rather have Google Play than Amazon, but this still allows for side-loading stuff.Recommend if you're ok with living in Amazon's world and/or proficient enough to load other app stores or packages (or know somebody can).",5,positive,basic stuff need great price use apps web browsing video picked fire screen size resolution cpugpu battery life pretty good ad arent annoyingfar cheaper competing namebrand budget tablet almost everything needed level probably better supported fireos always little behind current android version id rather google play amazon still allows sideloading stuffrecommend youre ok living amazon world andor proficient enough load app store package know somebody,"['price', 'battery']"
I love the size and the HD quality. Just what I was looking for!Downloads apps really fast!,5,positive,love size hd quality looking fordownloads apps really fast,['quality']
Never thought a tablet at this price could be this good. Totally recommended!,5,positive,never thought tablet price could good totally recommended,['price']
This is a fantastic tablet for the price. This is a great alternative to an IPad.,5,positive,fantastic tablet price great alternative ipad,['price']
This was purchased on Black Friday as an impulse buy and we absolutely love it! It was a great price and the size of the tablet is perfect. It works great!,5,positive,purchased black friday impulse buy absolutely love great price size tablet perfect work great,['price']
Nice product for the price. It does what we need it to do. Easy to use and handy to have with you instead of a heavy laptop.,5,positive,nice product price need easy use handy instead heavy laptop,['price']
Good tablet for the price. Nice display good performance.,5,positive,good tablet price nice display good performance,"['price', 'performance']"
This is I think the best product I've bought. I already own eight that I've purchased through the years for my family and they seem to only get better and less expensive in price.,5,positive,think best product ive bought already eight ive purchased year family seem get better less expensive price,['price']
I have been completely satisfied with this product. The quality of graphics is great and downloads are a breeze. I would definitely recommend this product.,5,positive,completely satisfied product quality graphic great downloads breeze would definitely recommend product,['quality']
If you enjoy reading you will not find a better device. Excellent price for a product of this quality,4,positive,enjoy reading find better device excellent price product quality,"['price', 'quality']"
Great price. Fantastic gift! I would recommend this for a gift for all ages.,5,positive,great price fantastic gift would recommend gift age,['price']
Great all around tablet. Color and resolution is very nice. Best price for a nice product.,5,positive,great around tablet color resolution nice best price nice product,['price']
"This was an impulse buy. While getting a bigger, faster and much better tablet for my wife I decided I'd get this for myself. It did the job just fine, but after about a week I returned it. I just didn't find myself using it wnough to warrant keeping it. The price is awesome and if you don't mind it being a bit slower than other, much more expensive, tablets then I don't think you can go wrong.",4,positive,impulse buy getting bigger faster much better tablet wife decided id get job fine week returned didnt find using wnough warrant keeping price awesome dont mind bit slower much expensive tablet dont think go wrong,['price']
Very good value tablet. Does everything pretty well. Brightness isn't great. Battery takes a while to charge but lasts forever. Decent buy. Would recommend.,4,positive,good value tablet everything pretty well brightness isnt great battery take charge last forever decent buy would recommend,['battery']
I really like the feel and ease of use. It's a great tablet for the price.,5,positive,really like feel ease use great tablet price,['price']
This product is OK but is not the best you can get. for a sale item fine. battery life seems to be a little short. Bottom line.....So so,4,positive,product ok best get sale item fine battery life seems little short bottom lineso,['battery']
So far I am extremely satisfied with my purchase. Great product for a great price!,5,positive,far extremely satisfied purchase great product great price,['price']
This is a reliable brand and a good product for price.,4,positive,reliable brand good product price,['price']
Great budget tablet at a great price. Long battery life and high quality display.,5,positive,great budget tablet great price long battery life high quality display,"['price', 'quality', 'battery']"
"Overall I like the Fire HD8 tablet, hard to beat at that price point. Sure the more expensive tablets are faster, brighter, better, but for the money and casual surfing it is just right. Good companion to Prime Membership, wouldn't be half as good without.",4,positive,overall like fire hd tablet hard beat price point sure expensive tablet faster brighter better money casual surfing right good companion prime membership wouldnt half good without,['price']
"I needed to replace my old reader, and found that this model was just as good. if not better, and at a greatly lower price. I have enjoyed using it for about a month, and am very please with it.",5,positive,needed replace old reader found model good better greatly lower price enjoyed using month please,['price']
Bought this for my daughter to replace a worn out ipad. She is happier with the size. The resolution is nice. Great buy for the price,5,positive,bought daughter replace worn ipad happier size resolution nice great buy price,['price']
"I'm enjoying the longer battery life, faster processing and most of all the ability to expand the memory. Highly Recommended!",5,positive,im enjoying longer battery life faster processing ability expand memory highly recommended,['battery']
"Tablet works well, slim design is perfect. Highly recommended to purchase this tablet.",5,positive,tablet work well slim design perfect highly recommended purchase tablet,['design']
"Purchased this a couple of weeks ago, no complaints so far. Web pages load pretty quickly on the Silk browser, and the battery life is excellent. After installing Google Play Store (it's really easy!) even more apps are available. Can't beat this for under a hundred dollars!!!",5,positive,purchased couple week ago complaint far web page load pretty quickly silk browser battery life excellent installing google play store really easy even apps available cant beat hundred dollar,['battery']
This is my 4 the Kindle and is well worth the price.,5,positive,kindle well worth price,['price']
Love my new Kindle Fire - easy to use - the battery life is amazing!!,5,positive,love new kindle fire easy use battery life amazing,['battery']
and it out performs some of the bigger name brand tablets out there. if you looking for a good video and somewhat customizable tablet at a great price do not pass this up.,4,positive,performs bigger name brand tablet looking good video somewhat customizable tablet great price pas,['price']
"Really easy to use, nice size, works great, affordable price, extra card slot for storage, bright screen, good speakers, easy to download apps,",5,positive,really easy use nice size work great affordable price extra card slot storage bright screen good speaker easy download apps,['price']
An inexpensive tablet that can satisfy your reading and viewing pleasure. Fast and good quality product. Recommended!,5,positive,inexpensive tablet satisfy reading viewing pleasure fast good quality product recommended,['quality']
I like this and the price is right enjoying it now,4,positive,like price right enjoying,['price']
I have a nexus 9 but it is painstakingly slow so I wanted something that does not lag Everytime I try to use the browser and does not freeze whilst playing games and this gets the job done very well. The battery life is also very good. Highly recommended for casual browsing and games.,4,positive,nexus painstakingly slow wanted something lag everytime try use browser freeze whilst playing game get job done well battery life also good highly recommended casual browsing game,['battery']
"Great tablet, only thing needed is a better camera. However, for the price, it can't be beat.",4,positive,great tablet thing needed better camera however price cant beat,['price']
Better than I expected for the price. Works good and I would fully recommend,4,positive,better expected price work good would fully recommend,['price']
Have been pleased with my purchase of the Fire HD8 as it's video quality is great when viewing ESPN3/Netflix/YouTube Tutorials.The ability to easily load and read my saved textbooks within the Amazon Kindle App is fantastic for a fraction of the price for an IPAD. : ),4,positive,pleased purchase fire hd video quality great viewing espnnetflixyoutube tutorialsthe ability easily load read saved textbook within amazon kindle app fantastic fraction price ipad,"['price', 'quality']"
It's actually a very good product for a decent price. Not lightning fast but it is okay for everyday use.,4,positive,actually good product decent price lightning fast okay everyday use,['price']
Very good tablet for the price economical and the ability to carry in backpack,5,positive,good tablet price economical ability carry backpack,['price']
"For my son as a present for college books. 5 textbooks were 1/4 the price on kindle than if we bought them on Amazon, this is my third kindle. Other two still working great,",5,positive,son present college book textbook price kindle bought amazon third kindle two still working great,['price']
Very satisfied for $39.95 sales price. Way faster than I expected.,5,positive,satisfied sale price way faster expected,['price']
"My new Kindle is an upgrade from my 7 year old Kindle Fire. As to be expected the video quality is better along with faster performance and more features. I still use my old Kindle as it is still ticking but the ""shiny new toy"" is fun.",5,positive,new kindle upgrade year old kindle fire expected video quality better along faster performance feature still use old kindle still ticking shiny new toy fun,"['quality', 'performance']"
"Reliable, price efficient device. Easy to use for all ages.",4,positive,reliable price efficient device easy use age,['price']
"This is a terrific tablet at a great price. The quality is excellent, the price is right, it has tons of storage capacity. And oh, did I mention that it's cheap? (Cheap for a tablet, that is.)",5,positive,terrific tablet great price quality excellent price right ton storage capacity oh mention cheap cheap tablet,"['price', 'quality']"
"You cannot top the value at this price point with any other tablet. The only reason I give it 4 stars instead of 5 is the limited app selection through the amazon app store. If this came with the google play store, I would give it a 5 in a heartbeat. Overall it is a great tablet at this price point. I would highly recommend it.",4,positive,cannot top value price point tablet reason give star instead limited app selection amazon app store came google play store would give heartbeat overall great tablet price point would highly recommend,['price']
Very smooth tablet no lag at all also good battery.,4,positive,smooth tablet lag also good battery,['battery']
This tablet is not only a great price but exactly what I needed for quick Internet access and to download books !,5,positive,tablet great price exactly needed quick internet access download book,['price']
The 8 is bigger and lighter weight than my old 7 and the battery life is longer. It also has more storage and a camera. Love it!,5,positive,bigger lighter weight old battery life longer also storage camera love,['battery']
Pros - HD quality for low price. Works really well with my Amazon account to access multiple Amazon features with extreme ease. Couldn't be happier. I have iPads too which are extremely versatile but they came with a big price but not this tablet. Love it!,5,positive,pro hd quality low price work really well amazon account access multiple amazon feature extreme ease couldnt happier ipads extremely versatile came big price tablet love,"['price', 'quality']"
"We bought this one and a black one for our kids. It's very durable and good price for the quality. For myself personally, I still prefer my iPad, but if on a budget, you won't regret the investment. It's so simple I sometimes struggle using it. The free time experience is awesome for little ones and I can set parameters, which is a huge bonus. For a first-time tablet user, this is a solid product.",4,positive,bought one black one kid durable good price quality personally still prefer ipad budget wont regret investment simple sometimes struggle using free time experience awesome little one set parameter huge bonus firsttime tablet user solid product,"['price', 'quality']"
"A very good product by amazon. Considering the price, even better.",5,positive,good product amazon considering price even better,['price']
"After using this tablet for a while, I have found that I even prefer this size over my iPad Air. Easy to carry around and long battery life make this my preferred device. The screen is just the perfect size for my older eyes, the screen on the 7"" fire is just too small and cramped, and it seemed a lot less responsive. I highly recommend this sweet tablet.",5,positive,using tablet found even prefer size ipad air easy carry around long battery life make preferred device screen perfect size older eye screen fire small cramped seemed lot less responsive highly recommend sweet tablet,['battery']
"I purchased two of these as Christmas presents for my children. I had been researching child friendly tablets with robust controls to keep them away from undesirable content. I found the 7"" Fire Kids Edition, but after looking over the specs and reviews, I found myself unsure of it. I was mostly interested in the FreeTime application, so I did some research on that and found that it was available on other Fire models also. I came across the new Fire HD8, which had more power, a better screen, and far better battery life at a very affordable price point. I gave them a shot and I'm glad I did.I have the Fire HD8's locked into FreeTime mode, so the only activities that can be done are ones that I approve of, but if I want to, I can pick up either of them and unlock them to access Netflix/Amazon Prime or anything else I desire. I currently have reading goals set up that they must achieve before they are able to access videos or games, and those are limited to X amount of time per day. FreeTime also has a bedtime feature which disables/enables the use of the tablets during designated times, which is amazing.The hardware itself is exceptional. The screen resolution is excellent, it's very responsive, and the battery life is spectacular! They advertise up to 12 hours of battery life, and depending on screen brightness, ours last almost that long regularly. The only con I can think of is that the cameras are sub-par, but that's not what I purchased the tablets for, so it's a non-issue for myself.Some of the reviews I read cited that the internal storage was easily filled with FreeTime content, so I installed 128GB SD cards in them. I also purchased some rugged children's cases for them off of Amazon.This is probably one of the best purchases I have made in a long time. The sound of silent children reading all day is priceless!!!",5,positive,purchased two christmas present child researching child friendly tablet robust control keep away undesirable content found fire kid edition looking spec review found unsure mostly interested freetime application research found available fire model also came across new fire hd power better screen far better battery life affordable price point gave shot im glad didi fire hds locked freetime mode activity done one approve want pick either unlock access netflixamazon prime anything else desire currently reading goal set must achieve able access video game limited x amount time per day freetime also bedtime feature disablesenables use tablet designated time amazingthe hardware exceptional screen resolution excellent responsive battery life spectacular advertise hour battery life depending screen brightness last almost long regularly con think camera subpar thats purchased tablet nonissue myselfsome review read cited internal storage easily filled freetime content installed gb sd card also purchased rugged childrens case amazonthis probably one best purchase made long time sound silent child reading day priceless,"['price', 'battery']"
"I own two Amazon fire tablets with this one being the same as owned.. My sister in law wanted a tablet and since I owned one just like this one I figured it to be a good buy.. She just loves it, she is able to do her scheduling, read books and watch her news programs.. It's a great Alertanative to an iPad... great price and just as powerful for a lot less cost..",5,positive,two amazon fire tablet one owned sister law wanted tablet since owned one like one figured good buy love able scheduling read book watch news program great alertanative ipad great price powerful lot less cost,['price']
"These Kindle Fire tablets simply can't be beat in terms of value and bang for your buck if you have an Amazon Prime account it would be a crime not to have a Fire tablet.Good strong build quality, very nice bright screen with a strong picture and good resolution. They are pretty responsive, have good battery life and can handle the abuse of letting your kids use it as well.",4,positive,kindle fire tablet simply cant beat term value bang buck amazon prime account would crime fire tabletgood strong build quality nice bright screen strong picture good resolution pretty responsive good battery life handle abuse letting kid use well,"['quality', 'battery']"
Bought this as a gift for my mother. She absolutely loves it. Easy to set up and use. and the price was right.,5,positive,bought gift mother absolutely love easy set use price right,['price']
"Great tablet for price! Fast, works great, great sound volume, great pixelation and screen size",4,positive,great tablet price fast work great great sound volume great pixelation screen size,['price']
I bought this for my sister as a gift so she need not use her laptop for basic internet surfing and to watch movies while travelling. The device speed is decent although you cannot compare the performance to a laptop. If you want to avoid carrying a bulky laptop during travel and want a budget make do device for laptop then choose amazon fire tablet.,4,positive,bought sister gift need use laptop basic internet surfing watch movie travelling device speed decent although cannot compare performance laptop want avoid carrying bulky laptop travel want budget make device laptop choose amazon fire tablet,['performance']
"I got this tablet for my mother and cousins. It's been very speedy to my surprise, not as fast as a high end tablet but no lag and a very nice 720p display with good build quality. Would definitely recommend if your looking for an affordable tablet",5,positive,got tablet mother cousin speedy surprise fast high end tablet lag nice p display good build quality would definitely recommend looking affordable tablet,['quality']
"I have an older Kindle and enjoyed it very much. However, there is so much more improvement in this tablet with faster processing speed, upgradable storage and longer battery life. I'm really happy!",5,positive,older kindle enjoyed much however much improvement tablet faster processing speed upgradable storage longer battery life im really happy,['battery']
"I bought this as a cheap alternative to an old, slow, iPad 2, until I could spring for the iPad Pro. Got it as a Black Friday deal, so it was more than worth it. Was able to add some missing apps that make it even better than I thought it could be, and having Amazon Prime makes it an inexpensive and handy media device. I carry it in my bag at all times without having to worry about it's value. Can't beat it for the price.",5,positive,bought cheap alternative old slow ipad could spring ipad pro got black friday deal worth able add missing apps make even better thought could amazon prime make inexpensive handy medium device carry bag time without worry value cant beat price,['price']
"Longtime Apple user, but for this price vs an iPad you can't beat this product!",5,positive,longtime apple user price v ipad cant beat product,['price']
Great value! This tablet is great for everything. It's not as powerful as an iPad but the price can't be beat.,5,positive,great value tablet great everything powerful ipad price cant beat,['price']
Very competitive Price - Unit works well we like color and size,4,positive,competitive price unit work well like color size,['price']
"The HD8 and HD7 are amazing for the price. They aren't top powered tablets, but they're functional tablets. Right now, in Feb 2017, either one is a good replacement for the Nexus 7.",5,positive,hd hd amazing price arent top powered tablet theyre functional tablet right feb either one good replacement nexus,['price']
I really liked the build quality but the very lackluster performance and minuscule battery life didn't make it a keeper for me.,2,negative,really liked build quality lackluster performance minuscule battery life didnt make keeper,"['quality', 'battery', 'performance']"
